id_ispitanika,fakultet,razina_studija,godina_studija,podrucje_studija,prosjecna_uspjesnost,kolegij,ects_kolegija,tezina_kolegija,bodovi_kolegija,tip_obveze,tip_izvorni,max_bodova,tezina_obveze,sigurnost_prije,dani_ucenja,sati_ucenja,ostvareni_bodovi,polozeno_prvi_put
33,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Razvojna psihologija,2.0,5.0,100,Seminar,Seminar,100.0,4.0,7.0,2.0,12.0,100,Da
33,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Primijenjena biomehanika,5.0,8.0,100.0,Ispit,Ispit,100.0,9.0,4.0,8.0,42.0,80,Da
33,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Primijenjena biomehanika,5.0,8.0,100.0,Usmeni ispit,Usmeni ispit,,9.0,3.0,10.0,60.0,,Da
34,Fakultet organizacije i informatike (Varaždin),Diplomski studij,6. godina,Tehničke znanosti,Dobra,Statistika i vjerojatnost,5.0,4.0,100,Kolokvij,Kolokvij,30.0,4.0,6.0,3.0,10.0,25,Da
34,Fakultet organizacije i informatike (Varaždin),Diplomski studij,6. godina,Tehničke znanosti,Dobra,Statistika i vjerojatnost,5.0,4.0,100,Projekt,Projekt,30.0,9.0,5.0,10.0,30.0,20,Da
34,Fakultet organizacije i informatike (Varaždin),Diplomski studij,6. godina,Tehničke znanosti,Dobra,Programsko injzenerstvo,6.0,7.0,100,Kolokvij,Kolokvij,50.0,7.0,5.0,7.0,15.0,35,Ne
34,Fakultet organizacije i informatike (Varaždin),Diplomski studij,6. godina,Tehničke znanosti,Dobra,Programsko injzenerstvo,6.0,7.0,100,Projekt,Projekt,50.0,7.0,4.0,20.0,50.0,40,Da
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Školska pedagogija,2.0,2.0,93,Seminar,Seminar,100.0,2.0,8.0,1.0,4.0,100,Da
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Školska pedagogija,2.0,2.0,93,Kolokvij,Kolokvij,100.0,3.0,7.0,2.0,4.0,95,Da
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Geografija,5.0,10.0,100,Seminar,Seminar,100.0,2.0,9.0,1.0,2.0,100,Da
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Geografija,5.0,10.0,100,Ispit,Ispit,100.0,10.0,1.0,30.0,100.0,52,Ne
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Metodika nastave prirode i dryštva,5.0,6.0,100.0,Ispit,Ispit,100.0,6.0,4.0,3.0,8.0,80,Da
35,Filozofski fakultet u Splitu,Integrirani studij,5. godina,Humanističke znanosti,Vrlo dobra,Metodika nastave prirode i dryštva,5.0,6.0,100.0,Usmeni ispit,Usmeni ispit,,5.0,5.0,3.0,8.0,,Da
36,Ekonomski fakultet (Zagreb),Integrirani studij,6. godina,Društvene znanosti,Vrlo dobra,Računovodstvo 2,6.0,6.0,60,Ispit,Ispit,60.0,7.0,2.0,10.0,60.0,45,Da
36,Ekonomski fakultet (Zagreb),Integrirani studij,6. godina,Društvene znanosti,Vrlo dobra,Računovodstvo 2,6.0,6.0,60,"Nije bilo vise obaveza, nisam isla na kolokvij samo mi je bio ispit","Nije bilo vise obaveza, nisam isla na kolokvij samo mi je bio ispit",0.0,1.0,1.0,1.0,1.0,0,Nije primjenjivo
36,Ekonomski fakultet (Zagreb),Integrirani studij,6. godina,Društvene znanosti,Vrlo dobra,Monetarna politika,6.0,8.0,100,Kolokvij,Kolokvij,50.0,9.0,1.0,10.0,70.0,35,Da
36,Ekonomski fakultet (Zagreb),Integrirani studij,6. godina,Društvene znanosti,Vrlo dobra,Monetarna politika,6.0,8.0,100,Ppt za dodatne bodove al nisam ga radila,Ppt za dodatne bodove al nisam ga radila,10.0,2.0,2.0,1.0,4.0,0,Nije primjenjivo
36,Ekonomski fakultet (Zagreb),Integrirani studij,6. godina,Društvene znanosti,Vrlo dobra,Matematika,9.0,9.0,100.0,Ispit,Ispit,10.0,9.0,2.0,20.0,120.0,60,Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Matematika 1,5.0,7.0,"49,5",Kolokvij,Kolokvij,20.0,7.0,2.0,3.0,60.0,"9,81",Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Matematika 1,5.0,7.0,"49,5",Kolokvij,Kolokvij,20.0,8.0,1.0,4.0,60.0,12,Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Engleski jezik,3.0,1.0,73,Kolokvij,Kolokvij,30.0,1.0,10.0,1.0,3.0,24,Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Engleski jezik,3.0,1.0,73,Zadaće,Zadaće,5.0,1.0,10.0,1.0,1.0,5,Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Organizacija,6.0,4.0,60.0,Ispit,Ispit,100.0,6.0,3.0,3.0,30.0,60,Da
37,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Vrlo dobra,Organizacija,6.0,4.0,60.0,Usmeni ispit,Usmeni ispit,,8.0,7.0,3.0,30.0,,Da
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Opća povijest prava i države,8.0,7.0,8,Kolokvij,Kolokvij,30.0,7.0,8.0,10.0,35.0,26,Da
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Opća povijest prava i države,8.0,7.0,8,Usmeni ispit,Usmeni ispit,30.0,9.0,6.0,5.0,25.0,16,Da
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Kazneno pravo,8.0,7.0,39,Ispit,Ispit,30.0,7.0,9.0,11.0,55.0,30,Da
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Kazneno pravo,8.0,7.0,39,Usmeni ispit,Usmeni ispit,100.0,9.0,9.0,11.0,55.0,70,Da
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Kazneno procesno pravo,8.0,8.0,100.0,Ispit,Ispit,100.0,9.0,8.0,14.0,65.0,65,Ne
38,Pravni fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Kazneno procesno pravo,8.0,8.0,100.0,Usmeni ispit,Usmeni ispit,,9.0,7.0,14.0,66.0,,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Primaljska njega u porodu II,11.0,9.0,89,Seminar,Seminar,10.0,5.0,8.0,4.0,24.0,10,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Primaljska njega u porodu II,11.0,9.0,89,Kolokvij,Kolokvij,20.0,8.0,6.0,3.0,18.0,16,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Etika u primaljstvu,1.0,8.0,80,Kolokvij,Kolokvij,25.0,2.0,5.0,1.0,2.0,25,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Etika u primaljstvu,1.0,8.0,80,Ispit,Ispit,50.0,7.0,6.0,1.0,4.0,37,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Laktacija i dojenje,3.0,8.0,92.0,Ispit,Ispit,20.0,8.0,4.0,5.0,20.0,17,Da
39,Fakultet zdravstvenih studija (Rijeka),Preddiplomski studij,2. godina,Biomedicina i zdravstvo,Izvrsna,Laktacija i dojenje,3.0,8.0,92.0,Usmeni ispit,Usmeni ispit,,9.0,7.0,5.0,20.0,,Da
40,Ekonomski fakultet (Zagreb),Stručni studij,1. godina,Društvene znanosti,Dobra,Osnove hrvatskog gospodarstva,6.0,5.0,50,Ništa,Ništa,0.0,1.0,5.0,1.0,10.0,28,Nije primjenjivo
40,Ekonomski fakultet (Zagreb),Stručni studij,1. godina,Društvene znanosti,Dobra,Osnove hrvatskog gospodarstva,6.0,5.0,50,Kolokvij,Kolokvij,50.0,5.0,6.0,2.0,10.0,28,Da
40,Ekonomski fakultet (Zagreb),Stručni studij,1. godina,Društvene znanosti,Dobra,Njemački jezik u poslovanju 1,3.0,4.0,88,Kolokvij,Kolokvij,100.0,5.0,7.0,3.0,25.0,88,Da
40,Ekonomski fakultet (Zagreb),Stručni studij,1. godina,Društvene znanosti,Dobra,Njemački jezik u poslovanju 1,3.0,4.0,88,Ništa,Ništa,0.0,1.0,1.0,0.0,0.0,0,Nije primjenjivo
40,Ekonomski fakultet (Zagreb),Stručni studij,1. godina,Društvene znanosti,Dobra,Gospodarska matematika,6.0,8.0,50.0,Ispit,Ispit,50.0,8.0,3.0,3.0,20.0,28,Da
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Uvod u matematiku,10.0,9.0,100,Kolokvij,Kolokvij,50.0,8.0,8.0,8.0,35.0,60,Da
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Uvod u matematiku,10.0,9.0,100,Kolokvij,Kolokvij,50.0,10.0,7.0,10.0,40.0,50,Da
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Peihologija 1,3.0,1.0,100,Kolokvij,Kolokvij,50.0,4.0,8.0,2.0,8.0,30,Da
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Peihologija 1,3.0,1.0,100,Kolokvij,Kolokvij,50.0,3.0,7.0,2.0,8.0,40,Da
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Kosnstruktivne metode u geometriji,7.0,8.0,80.0,Ispit,Ispit,80.0,9.0,4.0,15.0,60.0,45,Ne
41,Prirodoslovno-matematički fakultet (Zagreb),Preddiplomski studij,3. godina,Ostalo,Dobra,Kosnstruktivne metode u geometriji,7.0,8.0,80.0,Usmeni ispit,Usmeni ispit,,8.0,4.0,4.0,15.0,,Da
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Termodinamika Materijala,9.0,8.0,30,Kolokvij,Kolokvij,30.0,10.0,4.0,30.0,300.0,30,Da
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Termodinamika Materijala,9.0,8.0,30,Usmeni ispit,Usmeni ispit,30.0,7.0,4.0,15.0,75.0,75,Da
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Numericke Metode u Strojarstvu ,7.0,10.0,100,Kolokvij,Kolokvij,100.0,10.0,2.0,20.0,100.0,80,Ne
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Numericke Metode u Strojarstvu ,7.0,10.0,100,Seminar,Seminar,50.0,7.0,2.0,7.0,35.0,50,Ne
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Nauka o Cvrstoci,6.0,6.0,100.0,Ispit,Ispit,100.0,7.0,7.0,10.0,45.0,60,Da
42,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Vrlo dobra,Nauka o Cvrstoci,6.0,6.0,100.0,Usmeni ispit,Usmeni ispit,,7.0,4.0,5.0,30.0,,Da
43,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Statistički praktikum 1,5.0,5.0,100,Kolokvij,Kolokvij,35.0,6.0,5.0,4.0,20.0,6,Ne
43,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Statistički praktikum 1,5.0,5.0,100,Seminar,Seminar,50.0,5.0,5.0,3.0,10.0,40,Da
43,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Markovljevi lanci,5.0,7.0,100,Kolokvij,Kolokvij,100.0,8.0,3.0,10.0,50.0,12,Ne
43,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Markovljevi lanci,5.0,7.0,100,Mini test,Mini test,20.0,6.0,2.0,5.0,15.0,3,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Menadžment u sestrinstvu,8.0,7.0,100,Kolokvij,Kolokvij,50.0,8.0,6.0,7.0,50.0,50,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Menadžment u sestrinstvu,8.0,7.0,100,Seminar,Seminar,50.0,5.0,8.0,5.0,20.0,50,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Osnove u sestrinstvu,10.0,8.0,100,Kolokvij,Kolokvij,100.0,8.0,8.0,5.0,20.0,50,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Osnove u sestrinstvu,10.0,8.0,100,Ispit,Ispit,50.0,8.0,8.0,10.0,50.0,50,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Osnove statistike,9.0,8.0,100.0,Ispit,Ispit,50.0,8.0,8.0,6.0,20.0,50,Da
44,Sveučilište Sjever,Diplomski studij,5. godina,Biomedicina i zdravstvo,Dobra,Osnove statistike,9.0,8.0,100.0,Usmeni ispit,Usmeni ispit,,8.0,8.0,8.0,30.0,,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Upravljanje znanjem,4.0,4.0,100,Kolokvij,Kolokvij,20.0,5.0,3.0,1.0,8.0,11,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Upravljanje znanjem,4.0,4.0,100,Projekt,Projekt,40.0,4.0,6.0,1.0,10.0,30,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Primjena umjetne inteligencije u poslovanju,6.0,8.0,100,Projekt,Projekt,40.0,10.0,2.0,10.0,60.0,40,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Primjena umjetne inteligencije u poslovanju,6.0,8.0,100,Kolokvij,Kolokvij,20.0,6.0,2.0,2.0,15.0,16,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Osnove web tehnologija ,6.0,8.0,100.0,Ispit,Ispit,100.0,9.0,1.0,7.0,60.0,70,Da
45,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Osnove web tehnologija ,6.0,8.0,100.0,Usmeni ispit,Usmeni ispit,,1.0,9.0,1.0,5.0,,Da
46,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Društvene znanosti,Dobra,Informacijski i računalni sustavi,8.0,7.0,63,Kolokvij,Kolokvij,35.0,6.0,8.0,5.0,30.0,26,Da
46,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Društvene znanosti,Dobra,Informacijski i računalni sustavi,8.0,7.0,63,Mini test,Mini test,25.0,4.0,7.0,4.0,20.0,14,Ne
46,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Društvene znanosti,Dobra,Poslovna komunikacija,3.0,1.0,91,Kolokvij,Kolokvij,45.0,2.0,9.0,1.0,3.0,45,Da
46,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Društvene znanosti,Dobra,Poslovna komunikacija,3.0,1.0,91,Seminar,izrada prezentacije,8.0,2.0,7.0,2.0,5.0,6,Da
46,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Društvene znanosti,Dobra,Programiranje 1,6.0,6.0,25.0,Ispit,Ispit,4.0,4.0,8.0,14.0,70.0,25,Ne
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Informacijski i računalni sustavi,8.0,7.0,65,Kolokvij,Kolokvij,40.0,8.0,5.0,5.0,30.0,20,Da
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Informacijski i računalni sustavi,8.0,7.0,65,Projekt,Projekt,20.0,7.0,6.0,3.0,20.0,20,Da
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Poslovno komuniciranje,3.0,9.0,60,Kolokvij,Kolokvij,40.0,8.0,5.0,3.0,20.0,60,Da
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Poslovno komuniciranje,3.0,9.0,60,Projekt,Projekt,20.0,6.0,5.0,2.0,12.0,20,Da
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Matematika 1,5.0,8.0,80.0,Ispit,Ispit,100.0,7.0,6.0,20.0,180.0,80,Da
47,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Matematika 1,5.0,8.0,80.0,Usmeni ispit,Usmeni ispit,,9.0,7.0,20.0,180.0,,Ne
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Organizacija,5.0,6.0,56,Kolokvij,Kolokvij,30.0,5.0,6.0,3.0,9.0,15,Da
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Organizacija,5.0,6.0,56,Projekt,Projekt,45.0,7.0,5.0,10.0,25.0,40,Da
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Informacijski i računalni sustavi,8.0,9.0,52,Kolokvij,Kolokvij,14.0,9.0,4.0,5.0,15.0,8,Da
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Informacijski i računalni sustavi,8.0,9.0,52,Labos,Labos,10.0,7.0,6.0,2.0,6.0,6,Da
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Programiranje 1,6.0,9.0,50.0,Ispit,Ispit,100.0,9.0,5.0,10.0,30.0,50,Ne
48,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Programiranje 1,6.0,9.0,50.0,Usmeni ispit,Usmeni ispit,,1.0,1.0,0.0,0.0,,Nije primjenjivo
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Programsko Inženjerstvo,6.0,7.0,60,Kolokvij,Kolokvij,50.0,8.0,7.0,8.0,24.0,30,Da
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Programsko Inženjerstvo,6.0,7.0,60,Projekt,Projekt,50.0,7.0,8.0,10.0,40.0,29,Ne
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Upravljanje informatičkim uslugama,4.0,4.0,76,Projekt,Projekt,50.0,3.0,7.0,15.0,45.0,37,Da
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Upravljanje informatičkim uslugama,4.0,4.0,76,Kolokvij,Kolokvij,40.0,5.0,5.0,5.0,20.0,28,Da
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Matematika 2,6.0,8.0,58.0,Ispit,Ispit,100.0,8.0,4.0,24.0,98.0,58,Ne
49,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Dobra,Matematika 2,6.0,8.0,58.0,Usmeni ispit,Usmeni ispit,,10.0,3.0,9.0,44.0,,Ne
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Opća lingvistika,5.0,3.0,100,Ispit,Ispit,100.0,10.0,6.0,90.0,600.0,60,Ne
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Opća lingvistika,5.0,3.0,100,Seminar,Seminar,10.0,9.0,3.0,30.0,100.0,60,Ne
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Jezična vježbe,4.0,7.0,100,Ispit,Ispit,100.0,7.0,5.0,60.0,200.0,60,Ne
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Jezična vježbe,4.0,7.0,100,Kolokvij,Kolokvij,100.0,5.0,5.0,20.0,80.0,60,Da
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Fonologija,5.0,10.0,100.0,Ispit,Ispit,100.0,10.0,6.0,90.0,400.0,60,Ne
50,Filozofski fakultet (Zagreb),Diplomski studij,4. godina,Humanističke znanosti,Dobra,Fonologija,5.0,10.0,100.0,Usmeni ispit,Usmeni ispit,,9.0,7.0,90.0,400.0,,Ne
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Mehanika 2,5.0,5.0,93,Kolokvij,Kolokvij,100.0,3.0,2.0,3.0,10.0,93,Da
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Mehanika 2,5.0,5.0,93,Kolokvij,Kolokvij,100.0,3.0,1.0,2.0,8.0,95,Da
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Termodinamika,7.0,9.0,24,Ispit,Ispit,24.0,8.0,1.0,60.0,360.0,20,Ne
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Termodinamika,7.0,9.0,24,Usmeni ispit,Usmeni ispit,24.0,9.0,1.0,14.0,84.0,19,Ne
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Teorija vibracija,5.0,3.0,100.0,Ispit,Ispit,100.0,4.0,1.0,5.0,40.0,100,Da
51,Fakultet strojarstva i brodogradnje (Zagreb),Diplomski studij,6. godina,Tehničke znanosti,Vrlo dobra,Teorija vibracija,5.0,3.0,100.0,Usmeni ispit,Usmeni ispit,,1.0,1.0,0.0,0.0,,Da
52,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Vrlo dobra,Matematičke metode za informatičare,7,7,100,Mini test,Mini test,1.0,1,1,1,1.0,1.0,Nije primjenjivo
52,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Vrlo dobra,Matematičke metode za informatičare,7,7,100,Kolokvij,Kolokvij,30.0,4,5,5,20.0,20.0,Da
52,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Vrlo dobra,Strukture podataka i algoritmi,6,8,100,Seminar,Seminar,30.0,3,3,3,9.0,25.0,Nije primjenjivo
52,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Vrlo dobra,Strukture podataka i algoritmi,6,8,100,Ispit,Ispit,100.0,7,2,20,60.0,50.0,Da
52,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,2. godina,Tehničke znanosti,Vrlo dobra,Upravljanje znanjem,4,5,100,Ispit,Ispit,100.0,6,1,8,24.0,70.0,Ne
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Tehnicki engleski jezik,3,3,100,Kolokvij,Kolokvij,45.0,2,5,1,2.0,,Da
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Tehnicki engleski jezik,3,3,100,Mini test,Mini test,5.0,2,9,1,3.0,5.0,Da
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Računalna i inženjerska grafika,5,4,100,Kolokvij,Kolokvij,100.0,3,8,2,8.5,84.0,Da
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Računalna i inženjerska grafika,5,4,100,Mini test,Mini test,10.0,3,9,1,3.0,8.0,Da
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Metoda konacnih elemenata,5,3,100,Ispit,Ispit,100.0,2,9,2,9.0,74.0,Da
53,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,4. godina,Tehničke znanosti,Dobra,Metoda konacnih elemenata,5,3,100,Usmeni ispit,Usmeni ispit,,1,10,1,5.0,,Da
54,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Matematička statistika,5,2,100,Kolokvij,Kolokvij,50.0,2,1,1,10.0,46.0,Da
54,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Matematička statistika,5,2,100,Kolokvij,Kolokvij,50.0,2,1,1,10.0,20.0,Da
54,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Računarska statistika,5,1,100,Kolokvij,Kolokvij,45.0,1,1,2,12.0,40.0,Da
54,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Računarska statistika,5,1,100,Kolokvij,Kolokvij,45.0,1,1,1,12.0,40.0,Da
54,Prirodoslovno-matematički fakultet (Zagreb),Diplomski studij,5. godina,Prirodne znanosti,Dobra,Napredne baze podataka,5,1,100,Ispit,Ispit,100.0,1,2,3,12.0,80.0,Da
55,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Uvod u modeliranje znanja,6,5,100,Seminar,Seminar,15,4,6,3,15,,
55,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Uvod u modeliranje znanja,6,5,100,Zadaće,Zadaće,2,2,5,0.5,2,,
55,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Matematika 2,6,7,100,Mini test,Mini test,1,3,7,0.5,1,,
55,Fakultet organizacije i informatike (Varaždin),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Matematika 2,6,7,100,Zadaće,Zadaće,10,4,6,1,8,,
56,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,4. godina,Tehničke znanosti,Dobra,Tehnologike umrežavanja,5,5,100,Mini test,Mini test,2,2,3,2,1.5,,
