id_ispitanika,fakultet,razina_studija,godina_studija,podrucje_studija,prosjecna_uspjesnost,kolegij,ects_kolegija,tezina_kolegija,bodovi_kolegija,tip_obveze,tip_izvorni,max_bodova,tezina_obveze,sigurnost_prije,dani_ucenja,sati_ucenja,ostvareni_bodovi,polozeno_prvi_put
56,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,4. godina,Tehničke znanosti,Dobra,Tehnologike umrežavanja,5,5,100,Zadaće,Zadaće,2,2,2,3,2,,
56,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,4. godina,Tehničke znanosti,Dobra,Računalno upravljanje sustavima,5,5,100,Labos,Labos,5,4,6,2,5,,
56,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,4. godina,Tehničke znanosti,Dobra,Računalno upravljanje sustavima,5,5,100,Zadaće,Zadaće,3,3,6,3,3,,
57,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Dobra,Lokomocija robota,5,4,100,Mini test,Mini test,4,2,5,1,4,,
57,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Dobra,Lokomocija robota,5,4,100,Zadaće,Zadaće,2,2,4,1,2,,
57,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Dobra,Zračna robotika,5,5,100,Mini test,Mini test,5,3,3,3,4,,
57,Fakultet elektrotehnike i računarstva (Zagreb),Diplomski studij,5. godina,Tehničke znanosti,Dobra,Zračna robotika,5,5,100,Labos,Labos,5,5,5,4,4,,
58,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Elektrotehnika i električni strojevi,5,7,100,Labos,Labos,100,8,7,4,100,,
58,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Elektrotehnika i električni strojevi,5,7,100,Mini test,Mini test,30,7,5,16,42,,
58,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Dinamika i izdržljivost brodskih konstrukcija,3,2,100,Labos,Labos,100,3,9,3,50,,
58,Fakultet strojarstva i brodogradnje (Zagreb),Preddiplomski studij,3. godina,Tehničke znanosti,Dobra,Dinamika i izdržljivost brodskih konstrukcija,3,2,100,Mini test,Mini test,10,7,6,10,10,,
59,Filozofski fakultet (Zagreb),Diplomski studij,5. godina,Društvene znanosti,Vrlo dobra,Psihologija korisničkog iskustva,4,2,100,Seminar,Seminar,80,2,5,2,79,,
59,Filozofski fakultet (Zagreb),Diplomski studij,5. godina,Društvene znanosti,Vrlo dobra,Psihologija korisničkog iskustva,4,2,100,Mini test,Mini test,10,1,5,1,10,,
59,Filozofski fakultet (Zagreb),Diplomski studij,5. godina,Društvene znanosti,Vrlo dobra,Psihologija potrošačkog ponašanja,4,7,100,Mini test,Mini test,10,2,8,2,10,,
59,Filozofski fakultet (Zagreb),Diplomski studij,5. godina,Društvene znanosti,Vrlo dobra,Psihologija potrošačkog ponašanja,4,7,100,Seminar,Seminar,60,4,9,2,60,,
60,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Bioetika,2,3,50,Mini test,Mini test,10,3,6,8,8,,
60,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Bioetika,2,3,50,Seminar,Seminar,10,6,6,10,10,,
60,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Fizikalni čimbenici u terapiji,3,5,50,Seminar,Seminar,10,7,4,12,10,,
60,Zdravstveno veleučilište,Diplomski studij,5. godina,Biomedicina i zdravstvo,Vrlo dobra,Fizikalni čimbenici u terapiji,3,5,50,Mini test,Mini test,10,6,4,10,8,,
